Flight_ID,Delay_Code,DelayCode_ID,DATOP_UTC,FLIGHT_NO,STD_UTC,ATD_UTC,STA_UTC,ATA_UTC,Delay_Minutes,Controllable
98921,ATD,165,19/5/2018,UO1181,2018-05-19T01:15:00,2018-05-19T01:19:00,2018-05-19T05:25:00,2018-05-19T05:49:00,4,0
97908,ATD,165,19/5/2018,UO934,2018-05-19T03:55:00,2018-05-19T03:59:00,2018-05-19T07:35:00,2018-05-19T07:26:00,4,0
98895,ATD,165,19/5/2018,UO1155,2018-05-19T03:50:00,2018-05-19T03:58:00,2018-05-19T07:25:00,2018-05-19T07:27:00,4,0
99332,ATD,165,19/5/2018,UO585,2018-05-19T10:55:00,2018-05-19T11:27:00,2018-05-19T13:40:00,2018-05-19T13:40:00,4,0
97699,ATD,165,19/5/2018,UO891,2018-05-19T08:20:00,2018-05-19T08:47:00,2018-05-19T10:20:00,2018-05-19T10:25:00,5,0
98252,ATD,165,19/5/2018,UO960,2018-05-19T13:35:00,2018-05-19T13:50:00,2018-05-19T17:10:00,2018-05-19T17:18:00,5,0
98146,ATD,165,19/5/2018,UO957,2018-05-19T15:40:00,2018-05-19T15:45:00,2018-05-19T19:55:00,2018-05-19T19:53:00,5,0
98832,ATD,165,19/5/2018,UO1097,2018-05-19T16:30:00,2018-05-19T16:56:00,2018-05-19T20:15:00,2018-05-19T20:14:00,5,0
97930,ASU,211,19/5/2018,UO935,2018-05-19T15:50:00,2018-05-19T15:56:00,2018-05-19T19:30:00,2018-05-19T19:35:00,5,0
98504,ATD,165,19/5/2018,UO1019,2018-05-19T00:55:00,2018-05-19T01:01:00,2018-05-19T04:45:00,2018-05-19T04:53:00,6,0
98343,ATD,165,19/5/2018,UO972,2018-05-19T08:55:00,2018-05-19T09:40:00,2018-05-19T12:55:00,2018-05-19T12:54:00,6,0
99220,ATD,165,19/5/2018,UO1849,2018-05-19T23:00:00,2018-05-19T23:24:00,2018-05-20T02:00:00,2018-05-20T02:27:00,6,0
98343,AFS,194,19/5/2018,UO972,2018-05-19T08:55:00,2018-05-19T09:40:00,2018-05-19T12:55:00,2018-05-19T12:54:00,6,0
99117,RAA,295,19/5/2018,UO1204,2018-05-19T08:10:00,2018-05-19T08:36:00,2018-05-19T13:05:00,2018-05-19T13:21:00,7,0
99095,ATD,165,19/5/2018,UO1203,2018-05-19T02:50:00,2018-05-19T03:22:00,2018-05-19T07:15:00,2018-05-19T07:44:00,7,0
98018,ATD,165,19/5/2018,UO952,2018-05-19T03:45:00,2018-05-19T03:53:00,2018-05-19T07:30:00,2018-05-19T07:26:00,7,0
98451,ATD,165,19/5/2018,UO1006,2018-05-19T23:55:00,2018-05-20T00:55:00,2018-05-20T03:25:00,2018-05-20T04:24:00,7,0
99220,ASU,211,19/5/2018,UO1849,2018-05-19T23:00:00,2018-05-19T23:24:00,2018-05-20T02:00:00,2018-05-20T02:27:00,7,0
98343,RAA,295,19/5/2018,UO972,2018-05-19T08:55:00,2018-05-19T09:40:00,2018-05-19T12:55:00,2018-05-19T12:54:00,8,0
98319,ATD,165,19/5/2018,UO971,2018-05-19T05:05:00,2018-05-19T05:13:00,2018-05-19T08:05:00,2018-05-19T08:47:00,8,0
99029,ATD,165,19/5/2018,UO1184,2018-05-19T03:50:00,2018-05-19T03:59:00,2018-05-19T07:55:00,2018-05-19T07:44:00,9,0
99333,ATD,165,19/5/2018,UO608,2018-05-19T23:30:00,2018-05-19T23:39:00,2018-05-20T01:55:00,2018-05-20T02:02:00,9,0
98500,ATD,165,19/5/2018,UO1009,2018-05-19T18:15:00,2018-05-19T18:26:00,2018-05-19T21:20:00,2018-05-19T21:20:00,11,0
97651,ATD,165,19/5/2018,UO879,2018-05-19T23:30:00,2018-05-19T23:41:00,2018-05-20T02:35:00,2018-05-20T02:46:00,11,0
98908,ATD,165,19/5/2018,UO1156,2018-05-19T09:00:00,2018-05-19T09:12:00,2018-05-19T13:00:00,2018-05-19T12:34:00,12,0
97675,AGP,202,19/5/2018,UO880,2018-05-19T03:25:00,2018-05-19T03:38:00,2018-05-19T06:55:00,2018-05-19T06:36:00,13,0
97556,ATD,165,19/5/2018,UO559,2018-05-19T12:20:00,2018-05-19T12:44:00,2018-05-19T14:40:00,2018-05-19T15:01:00,17,0
97396,ATD,165,19/5/2018,UO375,2018-05-19T13:25:00,2018-05-19T13:43:00,2018-05-19T18:30:00,2018-05-19T18:20:00,18,0
98832,RAA,295,19/5/2018,UO1097,2018-05-19T16:30:00,2018-05-19T16:56:00,2018-05-19T20:15:00,2018-05-19T20:14:00,21,0
98802,ATD,165,19/5/2018,UO1096,2018-05-19T12:10:00,2018-05-19T12:34:00,2018-05-19T15:30:00,2018-05-19T16:06:00,24,0
99095,AFN,196,19/5/2018,UO1203,2018-05-19T02:50:00,2018-05-19T03:22:00,2018-05-19T07:15:00,2018-05-19T07:44:00,25,0
99160,ATD,165,20/5/2018,UO1231,2018-05-20T03:20:00,2018-05-20T03:21:00,2018-05-20T07:10:00,2018-05-20T07:17:00,1,0
98469,ATD,165,20/5/2018,UO1007,2018-05-20T04:25:00,2018-05-20T05:00:00,2018-05-20T08:05:00,2018-05-20T08:03:00,1,0
98586,ATD,165,20/5/2018,UO1021,2018-05-20T06:15:00,2018-05-20T06:16:00,2018-05-20T10:05:00,2018-05-20T10:10:00,1,0
98651,ATD,165,20/5/2018,UO1039,2018-05-20T07:50:00,2018-05-20T07:51:00,2018-05-20T10:35:00,2018-05-20T10:11:00,1,0
98098,ATD,165,20/5/2018,UO955,2018-05-20T10:05:00,2018-05-20T10:06:00,2018-05-20T14:15:00,2018-05-20T14:22:00,1,0
99335,ATD,165,20/5/2018,UO608,2018-05-20T23:30:00,2018-05-20T23:31:00,2018-05-21T01:55:00,2018-05-21T01:46:00,1,0
98948,ATD,165,20/5/2018,UO1181,2018-05-20T00:45:00,2018-05-20T00:47:00,2018-05-20T05:10:00,2018-05-20T05:13:00,2,0
99102,ATD,165,20/5/2018,UO1203,2018-05-20T02:50:00,2018-05-20T02:56:00,2018-05-20T07:15:00,2018-05-20T07:13:00,2,0
98324,AFS,194,20/5/2018,UO972,2018-05-20T09:20:00,2018-05-20T09:37:00,2018-05-20T12:55:00,2018-05-20T12:52:00,2,0
97826,ATD,165,20/5/2018,UO923,2018-05-20T03:50:00,2018-05-20T04:20:00,2018-05-20T07:50:00,2018-05-20T08:19:00,3,0
97720,ATD,165,20/5/2018,UO891,2018-05-20T08:20:00,2018-05-20T08:23:00,2018-05-20T10:20:00,2018-05-20T10:04:00,3,0
98842,ATD,165,20/5/2018,UO1145,2018-05-20T23:40:00,2018-05-20T23:43:00,2018-05-21T01:45:00,2018-05-21T01:40:00,3,0
97500,ATD,165,20/5/2018,UO525,2018-05-20T10:10:00,2018-05-20T10:14:00,2018-05-20T11:55:00,2018-05-20T11:59:00,4,0
97419,ATD,165,20/5/2018,UO376,2018-05-20T19:30:00,2018-05-20T19:34:00,2018-05-21T00:25:00,2018-05-21T00:19:00,4,0
99102,ASU,211,20/5/2018,UO1203,2018-05-20T02:50:00,2018-05-20T02:56:00,2018-05-20T07:15:00,2018-05-20T07:13:00,4,0
98324,RAA,295,20/5/2018,UO972,2018-05-20T09:20:00,2018-05-20T09:37:00,2018-05-20T12:55:00,2018-05-20T12:52:00,5,0
98293,ATD,165,20/5/2018,UO971,2018-05-20T05:05:00,2018-05-20T05:10:00,2018-05-20T08:25:00,2018-05-20T08:56:00,5,0
97760,ATD,165,20/5/2018,UO899,2018-05-20T07:25:00,2018-05-20T07:30:00,2018-05-20T09:40:00,2018-05-20T09:35:00,5,0
99200,ATD,165,20/5/2018,UO1559,2018-05-20T12:20:00,2018-05-20T12:35:00,2018-05-20T14:20:00,2018-05-20T14:45:00,5,0
98807,ATD,165,20/5/2018,UO1096,2018-05-20T12:10:00,2018-05-20T12:21:00,2018-05-20T15:30:00,2018-05-20T15:48:00,5,0
99225,RAA,295,20/5/2018,UO1850,2018-05-20T02:45:00,2018-05-20T03:12:00,2018-05-20T05:55:00,2018-05-20T06:18:00,6,0
98526,ATD,165,20/5/2018,UO1019,2018-05-20T01:05:00,2018-05-20T01:11:00,2018-05-20T04:55:00,2018-05-20T05:00:00,6,0
98244,RAA,295,20/5/2018,UO960,2018-05-20T13:35:00,2018-05-20T13:58:00,2018-05-20T17:10:00,2018-05-20T17:35:00,7,0
98221,ATD,165,20/5/2018,UO959,2018-05-20T09:10:00,2018-05-20T09:17:00,2018-05-20T12:45:00,2018-05-20T13:01:00,7,0
98732,ATD,165,20/5/2018,UO1086,2018-05-20T08:45:00,2018-05-20T09:01:00,2018-05-20T11:50:00,2018-05-20T11:44:00,7,0
97678,AGC,200,20/5/2018,UO880,2018-05-20T03:25:00,2018-05-20T03:40:00,2018-05-20T06:55:00,2018-05-20T06:33:00,7,0
97678,ATD,165,20/5/2018,UO880,2018-05-20T03:25:00,2018-05-20T03:40:00,2018-05-20T06:55:00,2018-05-20T06:33:00,8,0
99177,ATD,165,20/5/2018,UO1232,2018-05-20T09:00:00,2018-05-20T09:09:00,2018-05-20T13:05:00,2018-05-20T12:54:00,9,0
97826,ASU,211,20/5/2018,UO923,2018-05-20T03:50:00,2018-05-20T04:20:00,2018-05-20T07:50:00,2018-05-20T08:19:00,23,0
99144,ATD,165,21/5/2018,UO1231,2018-05-21T03:20:00,2018-05-21T03:54:00,2018-05-21T07:10:00,2018-05-21T07:47:00,26,0
98620,RAA,295,21/5/2018,UO1022,2018-05-21T11:50:00,2018-05-21T12:07:00,2018-05-21T15:40:00,2018-05-21T15:43:00,1,0
98076,ATD,165,21/5/2018,UO955,2018-05-21T10:05:00,2018-05-21T10:06:00,2018-05-21T14:15:00,2018-05-21T14:42:00,1,0
97789,ATD,165,21/5/2018,UO900,2018-05-21T03:20:00,2018-05-21T03:21:00,2018-05-21T05:50:00,2018-05-21T05:35:00,1,0
97833,ATD,165,21/5/2018,UO923,2018-05-21T01:55:00,2018-05-21T01:56:00,2018-05-21T05:55:00,2018-05-21T06:06:00,1,0
98593,ATD,165,21/5/2018,UO1021,2018-05-21T07:05:00,2018-05-21T07:19:00,2018-05-21T10:55:00,2018-05-21T11:20:00,1,0
98693,ATD,165,21/5/2018,UO1064,2018-05-21T13:00:00,2018-05-21T13:01:00,2018-05-21T15:40:00,2018-05-21T15:40:00,1,0
98005,ATD,165,21/5/2018,UO952,2018-05-21T03:45:00,2018-05-21T03:47:00,2018-05-21T07:30:00,2018-05-21T07:10:00,2,0
97765,ATD,165,21/5/2018,UO899,2018-05-21T00:05:00,2018-05-21T00:07:00,2018-05-21T02:25:00,2018-05-21T02:13:00,2,0
98620,ATD,165,21/5/2018,UO1022,2018-05-21T11:50:00,2018-05-21T12:07:00,2018-05-21T15:40:00,2018-05-21T15:43:00,2,0
98390,ATD,165,28/5/2018,UO980,2018-05-28T10:25:00,2018-05-28T10:59:00,2018-05-28T15:10:00,2018-05-28T15:36:00,1,0
98337,AFS,194,21/5/2018,UO972,2018-05-21T08:55:00,2018-05-21T09:27:00,2018-05-21T12:55:00,2018-05-21T12:39:00,2,0
97450,ATD,165,21/5/2018,UO485,2018-05-21T01:00:00,2018-05-21T01:21:00,2018-05-21T02:45:00,2018-05-21T03:18:00,3,0
98266,ATD,165,21/5/2018,UO963,2018-05-21T02:40:00,2018-05-21T02:43:00,2018-05-21T06:25:00,2018-05-21T06:30:00,3,0
98284,ATD,165,21/5/2018,UO964,2018-05-21T07:15:00,2018-05-21T07:18:00,2018-05-21T11:10:00,2018-05-21T10:48:00,3,0
98737,ATD,165,21/5/2018,UO1086,2018-05-21T08:45:00,2018-05-21T08:48:00,2018-05-21T11:50:00,2018-05-21T11:35:00,3,0
98562,RAA,295,21/5/2018,UO1020,2018-05-21T05:40:00,2018-05-21T05:55:00,2018-05-21T09:55:00,2018-05-21T09:39:00,4,0
98337,RAA,295,21/5/2018,UO972,2018-05-21T08:55:00,2018-05-21T09:27:00,2018-05-21T12:55:00,2018-05-21T12:39:00,4,0
98226,RAA,295,21/5/2018,UO960,2018-05-21T13:35:00,2018-05-21T13:50:00,2018-05-21T17:10:00,2018-05-21T17:07:00,4,0
98677,ATD,165,21/5/2018,UO1057,2018-05-21T04:35:00,2018-05-21T05:03:00,2018-05-21T07:40:00,2018-05-21T08:47:00,4,0
98517,ATD,165,21/5/2018,UO1019,2018-05-21T01:05:00,2018-05-21T01:09:00,2018-05-21T04:55:00,2018-05-21T05:14:00,4,0
99133,ATD,165,21/5/2018,UO1204,2018-05-21T08:10:00,2018-05-21T08:26:00,2018-05-21T12:50:00,2018-05-21T12:52:00,4,0
97634,ATD,165,21/5/2018,UO848,2018-05-21T08:05:00,2018-05-21T08:16:00,2018-05-21T12:05:00,2018-05-21T11:47:00,4,0
98304,ATD,165,21/5/2018,UO971,2018-05-21T05:05:00,2018-05-21T05:09:00,2018-05-21T08:05:00,2018-05-21T08:46:00,4,0
98207,ATD,165,21/5/2018,UO959,2018-05-21T09:10:00,2018-05-21T09:18:00,2018-05-21T12:45:00,2018-05-21T13:10:00,4,0
98926,ATD,165,21/5/2018,UO1181,2018-05-21T00:45:00,2018-05-21T00:50:00,2018-05-21T05:10:00,2018-05-21T05:12:00,5,0
97445,ATD,165,21/5/2018,UO485,2018-05-21T23:55:00,2018-05-22T00:00:00,2018-05-22T01:50:00,2018-05-22T01:45:00,5,0
98705,ATD,165,21/5/2018,UO1084,2018-05-21T23:55:00,2018-05-22T00:10:00,2018-05-22T02:50:00,2018-05-22T02:53:00,5,0
97684,ATD,165,21/5/2018,UO885,2018-05-21T02:50:00,2018-05-21T03:11:00,2018-05-21T04:50:00,2018-05-21T05:13:00,6,0
97684,ASU,211,21/5/2018,UO885,2018-05-21T02:50:00,2018-05-21T03:11:00,2018-05-21T04:50:00,2018-05-21T05:13:00,6,0
99133,RAA,295,21/5/2018,UO1204,2018-05-21T08:10:00,2018-05-21T08:26:00,2018-05-21T12:50:00,2018-05-21T12:52:00,7,0
99076,ATD,165,21/5/2018,UO1203,2018-05-21T02:50:00,2018-05-21T03:03:00,2018-05-21T07:15:00,2018-05-21T07:32:00,7,0
98673,ATD,165,21/5/2018,UO1056,2018-05-21T00:20:00,2018-05-21T00:49:00,2018-05-21T03:55:00,2018-05-21T04:20:00,8,0
98988,ATD,165,21/5/2018,UO1183,2018-05-21T23:05:00,2018-05-21T23:13:00,2018-05-22T02:55:00,2018-05-22T02:58:00,8,0
99144,AFS,194,21/5/2018,UO1231,2018-05-21T03:20:00,2018-05-21T03:54:00,2018-05-21T07:10:00,2018-05-21T07:47:00,8,0
98357,ATD,165,21/5/2018,UO979,2018-05-21T05:05:00,2018-05-21T06:52:00,2018-05-21T09:30:00,2018-05-21T11:27:00,9,0
98781,ATD,165,21/5/2018,UO1096,2018-05-21T12:10:00,2018-05-21T12:19:00,2018-05-21T15:40:00,2018-05-21T15:47:00,9,0
97700,ATD,165,21/5/2018,UO891,2018-05-21T08:20:00,2018-05-21T08:30:00,2018-05-21T10:20:00,2018-05-21T10:16:00,10,0
98683,ATD,165,21/5/2018,UO1063,2018-05-21T09:10:00,2018-05-21T09:21:00,2018-05-21T12:15:00,2018-05-21T12:00:00,11,0
97513,ASU,211,21/5/2018,UO525,2018-05-21T23:35:00,2018-05-21T23:53:00,2018-05-22T01:20:00,2018-05-22T01:35:00,13,0
97583,ATD,165,21/5/2018,UO560,2018-05-21T00:40:00,2018-05-21T00:55:00,2018-05-21T02:45:00,2018-05-21T03:11:00,15,0
97614,ATD,165,21/5/2018,UO847,2018-05-21T03:30:00,2018-05-21T03:48:00,2018-05-21T07:10:00,2018-05-21T07:25:00,18,0
97548,ATD,165,21/5/2018,UO559,2018-05-21T12:20:00,2018-05-21T12:39:00,2018-05-21T14:40:00,2018-05-21T14:53:00,19,0
99213,ATD,165,22/5/2018,UO1559,2018-05-22T10:45:00,2018-05-22T13:33:00,2018-05-22T13:05:00,2018-05-22T15:39:00,168,0
98961,RAA,295,22/5/2018,UO1182,2018-05-22T06:05:00,2018-05-22T06:18:00,2018-05-22T11:00:00,2018-05-22T10:51:00,1,0
98933,ATD,165,22/5/2018,UO1181,2018-05-22T00:45:00,2018-05-22T00:46:00,2018-05-22T05:10:00,2018-05-22T05:21:00,1,0
98049,ATD,165,22/5/2018,UO953,2018-05-22T02:50:00,2018-05-22T02:51:00,2018-05-22T06:25:00,2018-05-22T06:16:00,1,0
98429,ATD,165,22/5/2018,UO983,2018-05-22T07:05:00,2018-05-22T07:06:00,2018-05-22T11:35:00,2018-05-22T11:36:00,1,0
98961,ATD,165,22/5/2018,UO1182,2018-05-22T06:05:00,2018-05-22T06:18:00,2018-05-22T11:00:00,2018-05-22T10:51:00,1,0
98085,ATD,165,22/5/2018,UO955,2018-05-22T10:05:00,2018-05-22T10:06:00,2018-05-22T14:15:00,2018-05-22T14:31:00,1,0
98819,RAA,295,22/5/2018,UO1097,2018-05-22T16:40:00,2018-05-22T16:49:00,2018-05-22T20:15:00,2018-05-22T20:07:00,2,0
99050,ATD,165,22/5/2018,UO1195,2018-05-22T07:05:00,2018-05-22T07:07:00,2018-05-22T10:55:00,2018-05-22T11:01:00,2,0
99128,ATD,165,22/5/2018,UO1204,2018-05-22T08:20:00,2018-05-22T08:22:00,2018-05-22T13:15:00,2018-05-22T12:47:00,2,0
97948,ATD,165,22/5/2018,UO935,2018-05-22T15:50:00,2018-05-22T16:00:00,2018-05-22T19:30:00,2018-05-22T19:30:00,2,0
98997,ATD,165,22/5/2018,UO1183,2018-05-22T23:05:00,2018-05-22T23:07:00,2018-05-23T02:55:00,2018-05-23T02:46:00,2,0
98527,ATD,165,22/5/2018,UO1019,2018-05-22T01:05:00,2018-05-22T01:08:00,2018-05-22T04:55:00,2018-05-22T05:12:00,3,0
99085,ATD,165,22/5/2018,UO1203,2018-05-22T02:50:00,2018-05-22T03:00:00,2018-05-22T07:15:00,2018-05-22T07:23:00,3,0
97811,ATD,165,22/5/2018,UO923,2018-05-22T03:35:00,2018-05-22T03:38:00,2018-05-22T07:35:00,2018-05-22T07:51:00,3,0
98656,ATD,165,22/5/2018,UO1039,2018-05-22T07:15:00,2018-05-22T07:18:00,2018-05-22T09:55:00,2018-05-22T09:44:00,3,0
98723,ATD,165,22/5/2018,UO1086,2018-05-22T08:45:00,2018-05-22T09:23:00,2018-05-22T11:50:00,2018-05-22T12:17:00,3,0
98156,ATD,165,22/5/2018,UO957,2018-05-22T15:40:00,2018-05-22T15:43:00,2018-05-22T19:55:00,2018-05-22T19:40:00,3,0
98239,ATD,165,22/5/2018,UO960,2018-05-22T13:35:00,2018-05-22T13:58:00,2018-05-22T17:10:00,2018-05-22T17:29:00,4,0
98339,ATD,165,22/5/2018,UO972,2018-05-22T08:55:00,2018-05-22T09:28:00,2018-05-22T12:55:00,2018-05-22T12:39:00,5,0
98854,ATD,165,22/5/2018,UO1145,2018-05-22T23:40:00,2018-05-22T23:46:00,2018-05-23T01:45:00,2018-05-23T01:47:00,6,0
98239,RAA,295,22/5/2018,UO960,2018-05-22T13:35:00,2018-05-22T13:58:00,2018-05-22T17:10:00,2018-05-22T17:29:00,7,0
98010,ATD,165,22/5/2018,UO952,2018-05-22T03:45:00,2018-05-22T04:03:00,2018-05-22T07:30:00,2018-05-22T07:33:00,7,0
98212,ATD,165,22/5/2018,UO959,2018-05-22T09:10:00,2018-05-22T09:17:00,2018-05-22T12:45:00,2018-05-22T13:09:00,7,0
98788,ASU,211,22/5/2018,UO1096,2018-05-22T12:10:00,2018-05-22T12:32:00,2018-05-22T15:40:00,2018-05-22T15:57:00,7,0
97707,ATD,165,22/5/2018,UO891,2018-05-22T08:20:00,2018-05-22T08:33:00,2018-05-22T10:20:00,2018-05-22T10:28:00,8,0
99151,AFS,194,22/5/2018,UO1231,2018-05-22T03:20:00,2018-05-22T03:38:00,2018-05-22T07:10:00,2018-05-22T07:33:00,8,0
98395,RAA,295,22/5/2018,UO980,2018-05-22T10:25:00,2018-05-22T10:59:00,2018-05-22T15:10:00,2018-05-22T15:14:00,9,0
98364,ATD,165,22/5/2018,UO979,2018-05-22T05:05:00,2018-05-22T05:29:00,2018-05-22T09:30:00,2018-05-22T10:00:00,9,0
98010,ASU,211,22/5/2018,UO952,2018-05-22T03:45:00,2018-05-22T04:03:00,2018-05-22T07:30:00,2018-05-22T07:33:00,9,0
98549,RAA,295,22/5/2018,UO1020,2018-05-22T05:40:00,2018-05-22T05:50:00,2018-05-22T09:55:00,2018-05-22T09:26:00,10,0
99182,RAA,295,22/5/2018,UO1232,2018-05-22T07:55:00,2018-05-22T08:11:00,2018-05-22T12:15:00,2018-05-22T11:46:00,10,0
99151,ATD,165,22/5/2018,UO1231,2018-05-22T03:20:00,2018-05-22T03:38:00,2018-05-22T07:10:00,2018-05-22T07:33:00,10,0
98788,ATD,165,22/5/2018,UO1096,2018-05-22T12:10:00,2018-05-22T12:32:00,2018-05-22T15:40:00,2018-05-22T15:57:00,13,0
99338,ATD,165,22/5/2018,UO585,2018-05-22T12:20:00,2018-05-22T12:43:00,2018-05-22T14:55:00,2018-05-22T15:07:00,23,0
98341,RAA,295,23/5/2018,UO972,2018-05-23T08:55:00,2018-05-23T09:23:00,2018-05-23T12:55:00,2018-05-23T12:49:00,26,0
98513,ATD,165,23/5/2018,UO1019,2018-05-23T02:00:00,2018-05-23T02:01:00,2018-05-23T05:50:00,2018-05-23T05:47:00,1,0
97694,ATD,165,23/5/2018,UO891,2018-05-23T07:50:00,2018-05-23T07:51:00,2018-05-23T10:00:00,2018-05-23T09:38:00,1,0
98742,ATD,165,23/5/2018,UO1086,2018-05-23T08:45:00,2018-05-23T08:46:00,2018-05-23T11:50:00,2018-05-23T11:38:00,1,0
97686,ATD,165,23/5/2018,UO885,2018-05-23T23:50:00,2018-05-23T23:58:00,2018-05-24T01:50:00,2018-05-24T01:52:00,2,0
98825,RAA,295,23/5/2018,UO1097,2018-05-23T16:40:00,2018-05-23T16:43:00,2018-05-23T20:15:00,2018-05-23T20:12:00,3,0
97441,ATD,165,23/5/2018,UO485,2018-05-23T06:55:00,2018-05-23T07:10:00,2018-05-23T08:50:00,2018-05-23T08:59:00,3,0
98197,ATD,165,23/5/2018,UO959,2018-05-23T08:55:00,2018-05-23T08:58:00,2018-05-23T12:45:00,2018-05-23T12:29:00,3,0
99209,ATD,165,23/5/2018,UO1559,2018-05-23T09:35:00,2018-05-23T12:06:00,2018-05-23T12:05:00,2018-05-23T14:24:00,3,0
98262,ATD,165,23/5/2018,UO963,2018-05-23T01:05:00,2018-05-23T01:09:00,2018-05-23T04:40:00,2018-05-23T04:45:00,4,0
97615,ATD,165,23/5/2018,UO847,2018-05-23T03:30:00,2018-05-23T03:34:00,2018-05-23T07:10:00,2018-05-23T07:11:00,4,0
98855,ATD,165,23/5/2018,UO1145,2018-05-23T23:40:00,2018-05-24T00:53:00,2018-05-24T01:45:00,2018-05-24T02:42:00,4,0
97992,ATD,165,23/5/2018,UO951,2018-05-23T23:15:00,2018-05-23T23:19:00,2018-05-24T03:00:00,2018-05-24T02:59:00,4,0
98940,ATD,165,23/5/2018,UO1181,2018-05-23T00:45:00,2018-05-23T00:59:00,2018-05-23T05:10:00,2018-05-23T05:17:00,5,0
99096,ATD,165,23/5/2018,UO1203,2018-05-23T02:50:00,2018-05-23T02:55:00,2018-05-23T07:15:00,2018-05-23T07:16:00,5,0
98305,ATD,165,23/5/2018,UO971,2018-05-23T05:05:00,2018-05-23T05:11:00,2018-05-23T08:05:00,2018-05-23T08:47:00,5,0
98358,ATD,165,23/5/2018,UO979,2018-05-23T05:05:00,2018-05-23T05:10:00,2018-05-23T09:30:00,2018-05-23T09:36:00,5,0
98108,ATD,165,23/5/2018,UO956,2018-05-23T16:00:00,2018-05-23T17:44:00,2018-05-23T20:35:00,2018-05-23T22:09:00,5,0
98077,ATD,165,23/5/2018,UO955,2018-05-23T10:05:00,2018-05-23T12:53:00,2018-05-23T14:15:00,2018-05-23T16:54:00,5,0
97782,RAA,295,23/5/2018,UO900,2018-05-23T10:20:00,2018-05-23T10:36:00,2018-05-23T12:50:00,2018-05-23T12:43:00,6,0
98989,ATD,165,23/5/2018,UO1183,2018-05-23T23:05:00,2018-05-23T23:22:00,2018-05-24T02:55:00,2018-05-24T03:02:00,6,0
97441,ASU,211,23/5/2018,UO485,2018-05-23T06:55:00,2018-05-23T07:10:00,2018-05-23T08:50:00,2018-05-23T08:59:00,6,0
97756,ATD,165,23/5/2018,UO899,2018-05-23T07:25:00,2018-05-23T07:33:00,2018-05-23T09:40:00,2018-05-23T09:51:00,8,0
97752,ATD,165,23/5/2018,UO899,2018-05-23T23:40:00,2018-05-23T23:48:00,2018-05-24T02:00:00,2018-05-24T01:54:00,8,0
99340,ATD,165,23/5/2018,UO585,2018-05-23T13:00:00,2018-05-23T13:30:00,2018-05-23T15:35:00,2018-05-23T15:47:00,10,0
97782,ATD,165,23/5/2018,UO900,2018-05-23T10:20:00,2018-05-23T10:36:00,2018-05-23T12:50:00,2018-05-23T12:43:00,10,0
97827,ATD,165,23/5/2018,UO923,2018-05-23T03:35:00,2018-05-23T03:47:00,2018-05-23T07:35:00,2018-05-23T07:37:00,12,0
99145,ASU,211,23/5/2018,UO1231,2018-05-23T03:20:00,2018-05-23T03:37:00,2018-05-23T07:10:00,2018-05-23T07:20:00,15,0
98795,ATD,165,23/5/2018,UO1096,2018-05-23T12:10:00,2018-05-23T12:35:00,2018-05-23T15:40:00,2018-05-23T16:02:00,17,0
99209,AFS,194,23/5/2018,UO1559,2018-05-23T09:35:00,2018-05-23T12:06:00,2018-05-23T12:05:00,2018-05-23T14:24:00,25,0
99218,ATD,165,24/5/2018,UO1560,2018-05-24T01:35:00,2018-05-24T04:09:00,2018-05-24T03:55:00,2018-05-24T06:22:00,154,0
98647,ATD,165,24/5/2018,UO1039,2018-05-24T07:50:00,2018-05-24T08:17:00,2018-05-24T10:35:00,2018-05-24T10:41:00,27,0
99086,AFS,194,24/5/2018,UO1203,2018-05-24T02:50:00,2018-05-24T03:34:00,2018-05-24T07:15:00,2018-05-24T07:52:00,40,0
98944,ATD,165,24/5/2018,UO1181,2018-05-24T00:45:00,2018-05-24T01:03:00,2018-05-24T05:10:00,2018-05-24T05:17:00,1,0
97776,ATD,165,24/5/2018,UO900,2018-05-24T03:00:00,2018-05-24T03:22:00,2018-05-24T05:30:00,2018-05-24T05:35:00,2,0
99030,ATD,165,24/5/2018,UO1184,2018-05-24T03:50:00,2018-05-24T03:55:00,2018-05-24T07:55:00,2018-05-24T07:40:00,2,0
98289,ATD,165,24/5/2018,UO964,2018-05-24T07:15:00,2018-05-24T07:17:00,2018-05-24T11:10:00,2018-05-24T10:44:00,2,0
98799,ATD,165,24/5/2018,UO1096,2018-05-24T12:10:00,2018-05-24T12:12:00,2018-05-24T15:40:00,2018-05-24T15:26:00,2,0
98829,ATD,165,24/5/2018,UO1097,2018-05-24T16:40:00,2018-05-24T17:12:00,2018-05-24T20:15:00,2018-05-24T20:28:00,2,0
98045,ATD,165,24/5/2018,UO953,2018-05-24T02:55:00,2018-05-24T03:01:00,2018-05-24T06:25:00,2018-05-24T06:18:00,3,0
97712,ATD,165,24/5/2018,UO891,2018-05-24T08:20:00,2018-05-24T08:23:00,2018-05-24T10:20:00,2018-05-24T10:15:00,3,0
99237,ATD,165,24/5/2018,UO2689,2018-05-24T08:45:00,2018-05-24T08:48:00,2018-05-24T10:50:00,2018-05-24T10:47:00,3,0
98090,ATD,165,24/5/2018,UO955,2018-05-24T10:05:00,2018-05-24T10:14:00,2018-05-24T14:15:00,2018-05-24T14:32:00,3,0
