Flight_ID,Delay_Code,DelayCode_ID,DATOP_UTC,FLIGHT_NO,STD_UTC,ATD_UTC,STA_UTC,ATA_UTC,Delay_Minutes,Controllable
90279,PBK,274,31/1/2018,UO948,2018-01-31T19:55:00,2018-01-31T19:59:00,2018-02-01T00:00:00,2018-02-01T00:02:00,4,1
90722,PHA,284,31/1/2018,UO1039,2018-01-31T23:30:00,2018-01-31T23:37:00,2018-02-01T02:10:00,2018-02-01T02:15:00,4,1
89824,PHC,278,31/1/2018,UO461,2018-01-31T22:50:00,2018-01-31T23:10:00,2018-02-01T00:30:00,2018-02-01T00:35:00,8,1
91576,PHA,284,31/1/2018,UO3385,2018-01-31T23:50:00,2018-02-01T00:02:00,2018-02-01T01:45:00,2018-02-01T01:35:00,11,1
90815,RAO,298,1/2/2018,UO1087,2018-02-01T13:00:00,2018-02-01T14:24:00,2018-02-01T15:45:00,2018-02-01T16:44:00,84,1
90403,RAO,298,1/2/2018,UO956,2018-02-01T14:55:00,2018-02-01T15:52:00,2018-02-01T20:05:00,2018-02-01T21:04:00,47,1
90495,ROV,307,1/2/2018,UO959,2018-02-01T07:50:00,2018-02-01T08:52:00,2018-02-01T12:05:00,2018-02-01T12:14:00,59,1
90372,ROV,307,1/2/2018,UO955,2018-02-01T10:15:00,2018-02-01T11:18:00,2018-02-01T14:10:00,2018-02-01T14:57:00,51,1
90784,ROV,307,1/2/2018,UO1086,2018-02-01T08:45:00,2018-02-01T10:29:00,2018-02-01T12:20:00,2018-02-01T13:41:00,96,1
90526,PDO,275,1/2/2018,UO960,2018-02-01T13:05:00,2018-02-01T13:08:00,2018-02-01T16:55:00,2018-02-01T16:54:00,3,1
90663,PHC,278,1/2/2018,UO1019,2018-02-01T01:15:00,2018-02-01T01:39:00,2018-02-01T04:50:00,2018-02-01T04:56:00,3,1
90283,FAF,225,1/2/2018,UO948,2018-02-01T19:55:00,2018-02-01T20:11:00,2018-02-02T00:00:00,2018-02-02T00:05:00,3,1
90495,FAS,228,1/2/2018,UO959,2018-02-01T07:50:00,2018-02-01T08:52:00,2018-02-01T12:05:00,2018-02-01T12:14:00,3,1
91651,FSS,252,1/2/2018,UO4231,2018-02-01T00:15:00,2018-02-01T00:32:00,2018-02-01T03:50:00,2018-02-01T03:58:00,3,1
90988,PHC,278,1/2/2018,UO1203,2018-02-01T02:50:00,2018-02-01T03:04:00,2018-02-01T07:10:00,2018-02-01T06:41:00,4,1
89868,PHM,282,1/2/2018,UO515,2018-02-01T04:05:00,2018-02-01T04:39:00,2018-02-01T05:40:00,2018-02-01T06:17:00,5,1
89868,PHD,294,1/2/2018,UO515,2018-02-01T04:05:00,2018-02-01T04:39:00,2018-02-01T05:40:00,2018-02-01T06:17:00,5,1
90248,FAC,226,1/2/2018,UO947,2018-02-01T15:45:00,2018-02-01T15:51:00,2018-02-01T19:10:00,2018-02-01T19:07:00,5,1
90120,RAO,298,1/2/2018,UO892,2018-02-01T11:25:00,2018-02-01T11:31:00,2018-02-01T13:20:00,2018-02-01T13:25:00,6,1
90024,PHA,284,1/2/2018,UO885,2018-02-01T22:50:00,2018-02-01T23:10:00,2018-02-02T00:50:00,2018-02-02T01:04:00,7,1
90784,PHD,294,1/2/2018,UO1086,2018-02-01T08:45:00,2018-02-01T10:29:00,2018-02-01T12:20:00,2018-02-01T13:41:00,7,1
91055,GCL,170,1/2/2018,UO1345,2018-02-01T01:50:00,2018-02-01T01:58:00,2018-02-01T05:25:00,2018-02-01T05:11:00,8,1
90403,FAF,225,1/2/2018,UO956,2018-02-01T14:55:00,2018-02-01T15:52:00,2018-02-01T20:05:00,2018-02-01T21:04:00,8,1
90024,PHM,282,1/2/2018,UO885,2018-02-01T22:50:00,2018-02-01T23:10:00,2018-02-02T00:50:00,2018-02-02T01:04:00,10,1
89899,SGK,309,1/2/2018,UO516,2018-02-01T06:15:00,2018-02-01T07:37:00,2018-02-01T07:50:00,2018-02-01T09:31:00,10,1
91143,FFU,267,1/2/2018,UO1586,2018-02-01T23:40:00,2018-02-02T00:08:00,2018-02-02T01:50:00,2018-02-02T02:32:00,11,1
90944,FRG,241,1/2/2018,UO1181,2018-02-01T01:20:00,2018-02-01T01:59:00,2018-02-01T05:20:00,2018-02-01T05:35:00,21,1
89899,RAG,296,1/2/2018,UO516,2018-02-01T06:15:00,2018-02-01T07:37:00,2018-02-01T07:50:00,2018-02-01T09:31:00,23,1
89899,RAO,298,1/2/2018,UO516,2018-02-01T06:15:00,2018-02-01T07:37:00,2018-02-01T07:50:00,2018-02-01T09:31:00,24,1
89868,ROV,307,1/2/2018,UO515,2018-02-01T04:05:00,2018-02-01T04:39:00,2018-02-01T05:40:00,2018-02-01T06:17:00,24,1
90124,RAO,298,2/2/2018,UO892,2018-02-02T11:25:00,2018-02-02T12:03:00,2018-02-02T13:20:00,2018-02-02T13:56:00,26,1
90775,PHB,280,2/2/2018,UO1046,2018-02-02T04:10:00,2018-02-02T04:29:00,2018-02-02T06:40:00,2018-02-02T06:57:00,2,1
90376,FTW,255,2/2/2018,UO955,2018-02-02T10:15:00,2018-02-02T10:18:00,2018-02-02T14:10:00,2018-02-02T13:55:00,3,1
89816,PHB,280,2/2/2018,UO461,2018-02-02T22:00:00,2018-02-02T22:14:00,2018-02-02T23:40:00,2018-02-02T23:40:00,4,1
90992,PHO,283,2/2/2018,UO1203,2018-02-02T02:50:00,2018-02-02T03:06:00,2018-02-02T07:10:00,2018-02-02T06:50:00,4,1
90055,RAG,296,2/2/2018,UO886,2018-02-02T01:45:00,2018-02-02T02:34:00,2018-02-02T03:40:00,2018-02-02T04:17:00,4,1
89943,FAC,226,2/2/2018,UO559,2018-02-02T12:30:00,2018-02-02T12:48:00,2018-02-02T14:45:00,2018-02-02T14:59:00,4,1
89943,PHM,282,2/2/2018,UO559,2018-02-02T12:30:00,2018-02-02T12:48:00,2018-02-02T14:45:00,2018-02-02T14:59:00,5,1
89816,PHA,284,2/2/2018,UO461,2018-02-02T22:00:00,2018-02-02T22:14:00,2018-02-02T23:40:00,2018-02-02T23:40:00,5,1
90967,FTM,254,2/2/2018,UO1182,2018-02-02T06:05:00,2018-02-02T06:39:00,2018-02-02T11:30:00,2018-02-02T12:55:00,5,1
89943,FTW,255,2/2/2018,UO559,2018-02-02T12:30:00,2018-02-02T12:48:00,2018-02-02T14:45:00,2018-02-02T14:59:00,8,1
90832,PHB,280,2/2/2018,UO1087,2018-02-02T13:00:00,2018-02-02T13:24:00,2018-02-02T15:45:00,2018-02-02T15:47:00,9,1
90332,GDL,172,2/2/2018,UO952,2018-02-02T03:35:00,2018-02-02T03:48:00,2018-02-02T06:55:00,2018-02-02T08:10:00,12,1
90499,ROV,307,2/2/2018,UO959,2018-02-02T07:50:00,2018-02-02T08:04:00,2018-02-02T12:05:00,2018-02-02T11:19:00,14,1
90088,ROV,307,2/2/2018,UO891,2018-02-02T08:35:00,2018-02-02T09:12:00,2018-02-02T10:35:00,2018-02-02T11:24:00,25,1
89948,PHB,280,3/2/2018,UO559,2018-02-03T12:30:00,2018-02-03T13:03:00,2018-02-03T14:45:00,2018-02-03T15:11:00,2,1
89948,PHM,282,3/2/2018,UO559,2018-02-03T12:30:00,2018-02-03T13:03:00,2018-02-03T14:45:00,2018-02-03T15:11:00,2,1
89811,PHC,278,3/2/2018,UO461,2018-02-03T23:00:00,2018-02-03T23:10:00,2018-02-04T00:40:00,2018-02-04T00:34:00,3,1
89912,PHB,280,3/2/2018,UO516,2018-02-03T06:15:00,2018-02-03T06:36:00,2018-02-03T07:50:00,2018-02-03T08:18:00,3,1
90953,PHM,282,3/2/2018,UO1181,2018-02-03T01:20:00,2018-02-03T01:48:00,2018-02-03T05:20:00,2018-02-03T05:37:00,3,1
91344,PHC,278,3/2/2018,UO1979,2018-02-03T05:00:00,2018-02-03T05:10:00,2018-02-03T09:05:00,2018-02-03T08:58:00,4,1
89811,PHM,282,3/2/2018,UO461,2018-02-03T23:00:00,2018-02-03T23:10:00,2018-02-04T00:40:00,2018-02-04T00:34:00,4,1
89912,TDA,313,3/2/2018,UO516,2018-02-03T06:15:00,2018-02-03T06:36:00,2018-02-03T07:50:00,2018-02-03T08:18:00,4,1
90015,FAH,227,3/2/2018,UO885,2018-02-03T23:15:00,2018-02-03T23:22:00,2018-02-04T01:15:00,2018-02-04T01:14:00,4,1
90381,PHM,282,3/2/2018,UO955,2018-02-03T10:15:00,2018-02-03T10:23:00,2018-02-03T14:10:00,2018-02-03T13:54:00,5,1
89762,PSO,290,3/2/2018,UO375,2018-02-03T13:30:00,2018-02-03T13:47:00,2018-02-03T18:25:00,2018-02-03T18:30:00,8,1
90093,PHC,278,3/2/2018,UO891,2018-02-03T08:35:00,2018-02-03T09:09:00,2018-02-03T10:35:00,2018-02-03T11:08:00,9,1
90201,GCL,170,3/2/2018,UO933,2018-02-03T23:45:00,2018-02-03T23:56:00,2018-02-04T03:00:00,2018-02-04T03:13:00,9,1
90745,PHB,280,3/2/2018,UO1040,2018-02-03T13:50:00,2018-02-03T14:27:00,2018-02-03T16:25:00,2018-02-03T16:50:00,10,1
90350,GDL,172,3/2/2018,UO952,2018-02-03T03:35:00,2018-02-03T04:06:00,2018-02-03T07:35:00,2018-02-03T08:24:00,10,1
90129,RAO,298,3/2/2018,UO892,2018-02-03T11:25:00,2018-02-03T11:43:00,2018-02-03T13:20:00,2018-02-03T13:37:00,18,1
91541,GSS,185,3/2/2018,UO3345,2018-02-03T05:00:00,2018-02-03T05:28:00,2018-02-03T08:35:00,2018-02-03T08:47:00,21,1
90093,ROV,307,3/2/2018,UO891,2018-02-03T08:35:00,2018-02-03T09:09:00,2018-02-03T10:35:00,2018-02-03T11:08:00,24,1
90298,PHM,282,4/2/2018,UO951,2018-02-04T23:20:00,2018-02-04T23:21:00,2018-02-05T02:50:00,2018-02-05T02:29:00,1,1
90223,RAO,298,4/2/2018,UO934,2018-02-04T03:45:00,2018-02-04T04:01:00,2018-02-04T07:45:00,2018-02-04T08:27:00,2,1
91015,ROV,307,4/2/2018,UO1203,2018-02-04T03:05:00,2018-02-04T03:18:00,2018-02-04T07:10:00,2018-02-04T07:17:00,2,1
90860,ROV,307,4/2/2018,UO1096,2018-02-04T15:50:00,2018-02-04T16:04:00,2018-02-04T19:45:00,2018-02-04T19:45:00,2,1
90139,GCL,170,4/2/2018,UO899,2018-02-04T05:35:00,2018-02-04T05:37:00,2018-02-04T08:05:00,2018-02-04T08:02:00,2,1
91171,RAO,298,4/2/2018,UO1664,2018-02-04T10:20:00,2018-02-04T10:40:00,2018-02-04T15:00:00,2018-02-04T15:17:00,3,1
90958,FTI,253,4/2/2018,UO1182,2018-02-04T06:05:00,2018-02-04T06:57:00,2018-02-04T10:55:00,2018-02-04T12:58:00,3,1
90806,PHD,294,4/2/2018,UO1086,2018-02-04T08:45:00,2018-02-04T09:06:00,2018-02-04T12:20:00,2018-02-04T12:09:00,4,1
90958,PHC,278,4/2/2018,UO1182,2018-02-04T06:05:00,2018-02-04T06:57:00,2018-02-04T10:55:00,2018-02-04T12:58:00,5,1
89917,RAO,298,4/2/2018,UO516,2018-02-04T06:15:00,2018-02-04T06:24:00,2018-02-04T07:50:00,2018-02-04T08:12:00,5,1
91117,FAC,226,4/2/2018,UO1585,2018-02-04T13:00:00,2018-02-04T19:50:00,2018-02-04T15:45:00,2018-02-04T22:35:00,5,1
90740,RAO,298,4/2/2018,UO1040,2018-02-04T03:15:00,2018-02-04T03:28:00,2018-02-04T06:30:00,2018-02-04T06:06:00,6,1
90134,RAO,298,4/2/2018,UO892,2018-02-04T11:25:00,2018-02-04T11:31:00,2018-02-04T13:20:00,2018-02-04T13:39:00,6,1
90417,FAF,225,4/2/2018,UO956,2018-02-04T14:55:00,2018-02-04T15:08:00,2018-02-04T20:05:00,2018-02-04T20:41:00,6,1
90417,FAC,226,4/2/2018,UO956,2018-02-04T14:55:00,2018-02-04T15:08:00,2018-02-04T20:05:00,2018-02-04T20:41:00,6,1
90860,PHD,294,4/2/2018,UO1096,2018-02-04T15:50:00,2018-02-04T16:04:00,2018-02-04T19:45:00,2018-02-04T19:45:00,7,1
89749,ROV,307,4/2/2018,UO375,2018-02-04T10:50:00,2018-02-04T10:58:00,2018-02-04T15:45:00,2018-02-04T15:49:00,8,1
90223,RAG,296,4/2/2018,UO934,2018-02-04T03:45:00,2018-02-04T04:01:00,2018-02-04T07:45:00,2018-02-04T08:27:00,9,1
90509,FCS,233,4/2/2018,UO959,2018-02-04T07:50:00,2018-02-04T07:59:00,2018-02-04T12:05:00,2018-02-04T11:27:00,9,1
90157,PHM,282,4/2/2018,UO900,2018-02-04T09:05:00,2018-02-04T09:25:00,2018-02-04T11:30:00,2018-02-04T11:59:00,10,1
90098,ROV,307,4/2/2018,UO891,2018-02-04T08:35:00,2018-02-04T08:53:00,2018-02-04T10:35:00,2018-02-04T10:47:00,10,1
91015,GBD,168,4/2/2018,UO1203,2018-02-04T03:05:00,2018-02-04T03:18:00,2018-02-04T07:10:00,2018-02-04T07:17:00,10,1
90157,GDL,172,4/2/2018,UO900,2018-02-04T09:05:00,2018-02-04T09:25:00,2018-02-04T11:30:00,2018-02-04T11:59:00,10,1
91171,GFS,175,4/2/2018,UO1664,2018-02-04T10:20:00,2018-02-04T10:40:00,2018-02-04T15:00:00,2018-02-04T15:17:00,11,1
90806,ROV,307,4/2/2018,UO1086,2018-02-04T08:45:00,2018-02-04T09:06:00,2018-02-04T12:20:00,2018-02-04T12:09:00,12,1
91518,FRH,242,4/2/2018,UO2546,2018-02-04T09:20:00,2018-02-04T09:47:00,2018-02-04T11:25:00,2018-02-04T12:13:00,18,1
90103,DGK,257,5/2/2018,UO891,2018-02-05T08:45:00,2018-02-05T09:14:00,2018-02-05T10:45:00,2018-02-05T11:17:00,29,1
95469,PEK,287,5/2/2018,UO4231,2018-02-05T04:15:00,2018-02-05T05:39:00,2018-02-05T07:50:00,2018-02-05T08:56:00,80,1
91695,RAG,296,5/2/2018,UO4232,2018-02-05T08:40:00,2018-02-05T09:57:00,2018-02-05T13:10:00,2018-02-05T15:03:00,61,1
91099,ROV,307,5/2/2018,UO1585,2018-02-05T13:00:00,2018-02-05T14:19:00,2018-02-05T15:45:00,2018-02-05T17:02:00,66,1
91707,TDA,313,5/2/2018,UO3213,2018-02-05T06:00:00,2018-02-05T06:32:00,2018-02-05T10:00:00,2018-02-05T10:11:00,32,1
92958,TNA,323,5/2/2018,UO1586,2018-02-05T23:40:00,2018-02-06T00:48:00,2018-02-06T01:50:00,2018-02-06T03:00:00,31,1
91394,FRH,242,5/2/2018,UO1998,2018-02-05T06:55:00,2018-02-05T07:45:00,2018-02-05T10:45:00,2018-02-05T12:06:00,50,1
91256,PHM,282,5/2/2018,UO1890,2018-02-05T06:10:00,2018-02-05T06:14:00,2018-02-05T10:50:00,2018-02-05T11:36:00,1,1
91184,RAT,299,5/2/2018,UO1664,2018-02-05T04:30:00,2018-02-05T04:39:00,2018-02-05T08:50:00,2018-02-05T09:28:00,1,1
91389,PHC,278,5/2/2018,UO1997,2018-02-05T02:35:00,2018-02-05T02:56:00,2018-02-05T06:00:00,2018-02-05T06:09:00,2,1
89927,ROV,307,5/2/2018,UO559,2018-02-05T12:30:00,2018-02-05T12:47:00,2018-02-05T14:45:00,2018-02-05T15:10:00,2,1
91256,PHC,278,5/2/2018,UO1890,2018-02-05T06:10:00,2018-02-05T06:14:00,2018-02-05T10:50:00,2018-02-05T11:36:00,3,1
91038,PHC,278,5/2/2018,UO1204,2018-02-05T07:55:00,2018-02-05T08:37:00,2018-02-05T13:20:00,2018-02-05T14:48:00,4,1
90108,SGK,309,5/2/2018,UO892,2018-02-05T11:25:00,2018-02-05T12:00:00,2018-02-05T13:20:00,2018-02-05T14:06:00,5,1
92958,FRO,245,5/2/2018,UO1586,2018-02-05T23:40:00,2018-02-06T00:48:00,2018-02-06T01:50:00,2018-02-06T03:00:00,5,1
91038,FTM,254,5/2/2018,UO1204,2018-02-05T07:55:00,2018-02-05T08:37:00,2018-02-05T13:20:00,2018-02-05T14:48:00,5,1
89855,RAG,296,5/2/2018,UO462,2018-02-05T02:15:00,2018-02-05T02:22:00,2018-02-05T03:40:00,2018-02-05T04:09:00,6,1
90997,GBD,168,5/2/2018,UO1203,2018-02-05T03:05:00,2018-02-05T03:21:00,2018-02-05T07:10:00,2018-02-05T07:11:00,6,1
90913,FTW,255,5/2/2018,UO1149,2018-02-05T07:10:00,2018-02-05T07:20:00,2018-02-05T11:10:00,2018-02-05T11:01:00,6,1
89833,PHC,278,5/2/2018,UO461,2018-02-05T00:05:00,2018-02-05T00:14:00,2018-02-05T01:40:00,2018-02-05T01:46:00,7,1
91184,GFS,175,5/2/2018,UO1664,2018-02-05T04:30:00,2018-02-05T04:39:00,2018-02-05T08:50:00,2018-02-05T09:28:00,8,1
90391,FAF,225,5/2/2018,UO956,2018-02-05T14:55:00,2018-02-05T15:04:00,2018-02-05T20:05:00,2018-02-05T20:31:00,8,1
90820,FAC,226,5/2/2018,UO1087,2018-02-05T13:00:00,2018-02-05T13:13:00,2018-02-05T15:45:00,2018-02-05T15:48:00,9,1
89922,SGK,309,5/2/2018,UO516,2018-02-05T05:10:00,2018-02-05T05:21:00,2018-02-05T06:55:00,2018-02-05T07:22:00,10,1
91389,FAC,226,5/2/2018,UO1997,2018-02-05T02:35:00,2018-02-05T02:56:00,2018-02-05T06:00:00,2018-02-05T06:09:00,10,1
90483,ROV,307,5/2/2018,UO959,2018-02-05T07:50:00,2018-02-05T08:15:00,2018-02-05T12:05:00,2018-02-05T11:35:00,22,1
90108,RAO,298,5/2/2018,UO892,2018-02-05T11:25:00,2018-02-05T12:00:00,2018-02-05T13:20:00,2018-02-05T14:06:00,30,1
92840,ROV,307,6/2/2018,UO1203,2018-02-06T03:05:00,2018-02-06T03:50:00,2018-02-06T07:10:00,2018-02-06T07:44:00,40,1
92051,RAG,296,6/2/2018,UO892,2018-02-06T11:25:00,2018-02-06T11:26:00,2018-02-06T13:20:00,2018-02-06T13:06:00,1,1
91939,PHC,278,6/2/2018,UO729,2018-02-06T00:30:00,2018-02-06T00:43:00,2018-02-06T03:45:00,2018-02-06T03:56:00,2,1
92824,RAO,298,6/2/2018,UO1182,2018-02-06T05:55:00,2018-02-06T06:15:00,2018-02-06T11:30:00,2018-02-06T11:47:00,2,1
92380,PHM,282,6/2/2018,UO959,2018-02-06T07:50:00,2018-02-06T08:13:00,2018-02-06T12:05:00,2018-02-06T11:51:00,3,1
92011,GCL,170,6/2/2018,UO891,2018-02-06T08:35:00,2018-02-06T08:51:00,2018-02-06T10:35:00,2018-02-06T10:47:00,3,1
92380,PHC,278,6/2/2018,UO959,2018-02-06T07:50:00,2018-02-06T08:13:00,2018-02-06T12:05:00,2018-02-06T11:51:00,4,1
92011,ROV,307,6/2/2018,UO891,2018-02-06T08:35:00,2018-02-06T08:51:00,2018-02-06T10:35:00,2018-02-06T10:47:00,4,1
92532,PHM,282,6/2/2018,UO1019,2018-02-06T01:15:00,2018-02-06T01:30:00,2018-02-06T04:50:00,2018-02-06T05:07:00,5,1
93448,FRO,245,6/2/2018,UO4231,2018-02-06T05:00:00,2018-02-06T05:07:00,2018-02-06T08:40:00,2018-02-06T08:36:00,5,1
92011,PHB,280,6/2/2018,UO891,2018-02-06T08:35:00,2018-02-06T08:51:00,2018-02-06T10:35:00,2018-02-06T10:47:00,6,1
91939,PHM,282,6/2/2018,UO729,2018-02-06T00:30:00,2018-02-06T00:43:00,2018-02-06T03:45:00,2018-02-06T03:56:00,6,1
92147,RAO,298,6/2/2018,UO934,2018-02-06T03:55:00,2018-02-06T04:26:00,2018-02-06T08:00:00,2018-02-06T08:30:00,8,1
93380,FTW,255,6/2/2018,UO3385,2018-02-06T03:55:00,2018-02-06T04:03:00,2018-02-06T05:45:00,2018-02-06T05:49:00,8,1
91879,PHB,280,6/2/2018,UO559,2018-02-06T12:30:00,2018-02-06T12:58:00,2018-02-06T14:45:00,2018-02-06T15:23:00,11,1
92961,FRO,245,6/2/2018,UO1586,2018-02-06T23:40:00,2018-02-07T00:35:00,2018-02-07T01:50:00,2018-02-07T02:53:00,13,1
92961,TDD,314,6/2/2018,UO1586,2018-02-06T23:40:00,2018-02-07T00:35:00,2018-02-07T01:50:00,2018-02-07T02:53:00,14,1
92380,ROV,307,6/2/2018,UO959,2018-02-06T07:50:00,2018-02-06T08:13:00,2018-02-06T12:05:00,2018-02-06T11:51:00,16,1
92099,FSS,252,6/2/2018,UO933,2018-02-06T00:00:00,2018-02-06T00:19:00,2018-02-06T03:10:00,2018-02-06T03:18:00,16,1
91827,PHM,282,6/2/2018,UO515,2018-02-06T04:05:00,2018-02-06T04:41:00,2018-02-06T05:40:00,2018-02-06T06:13:00,21,1
92872,RAO,298,6/2/2018,UO1204,2018-02-06T07:55:00,2018-02-06T08:42:00,2018-02-06T12:55:00,2018-02-06T14:07:00,24,1
91855,RAG,296,6/2/2018,UO516,2018-02-06T06:15:00,2018-02-06T06:48:00,2018-02-06T07:50:00,2018-02-06T08:38:00,30,1
93376,PHM,282,7/2/2018,UO3385,2018-02-07T10:05:00,2018-02-07T23:27:00,2018-02-07T11:50:00,2018-02-08T01:00:00,33,1
93044,TNA,323,7/2/2018,UO1704,2018-02-07T11:50:00,2018-02-07T12:18:00,2018-02-07T15:45:00,2018-02-07T16:21:00,28,1
92892,FCS,233,7/2/2018,UO1345,2018-02-07T02:45:00,2018-02-07T03:34:00,2018-02-07T06:20:00,2018-02-07T07:07:00,46,1
92043,RAO,298,7/2/2018,UO892,2018-02-07T11:25:00,2018-02-07T11:34:00,2018-02-07T13:20:00,2018-02-07T13:19:00,1,1
93108,PHC,278,7/2/2018,UO1918,2018-02-07T05:25:00,2018-02-07T05:46:00,2018-02-07T09:55:00,2018-02-07T10:36:00,3,1
92536,PHM,282,7/2/2018,UO1019,2018-02-07T01:15:00,2018-02-07T01:21:00,2018-02-07T04:50:00,2018-02-07T05:03:00,4,1
92564,RAG,296,7/2/2018,UO1020,2018-02-07T05:35:00,2018-02-07T05:45:00,2018-02-07T09:50:00,2018-02-07T10:14:00,4,1
92564,RAO,298,7/2/2018,UO1020,2018-02-07T05:35:00,2018-02-07T05:45:00,2018-02-07T09:50:00,2018-02-07T10:14:00,4,1
92194,RAO,298,7/2/2018,UO948,2018-02-07T19:55:00,2018-02-07T20:20:00,2018-02-08T00:00:00,2018-02-08T00:12:00,4,1
91887,GCL,170,7/2/2018,UO559,2018-02-07T12:30:00,2018-02-07T12:50:00,2018-02-07T14:45:00,2018-02-07T15:18:00,4,1
93108,FAF,225,7/2/2018,UO1918,2018-02-07T05:25:00,2018-02-07T05:46:00,2018-02-07T09:55:00,2018-02-07T10:36:00,4,1
92166,PHM,282,7/2/2018,UO947,2018-02-07T15:45:00,2018-02-07T15:58:00,2018-02-07T19:10:00,2018-02-07T19:27:00,5,1
92166,PHR,285,7/2/2018,UO947,2018-02-07T15:45:00,2018-02-07T15:58:00,2018-02-07T19:10:00,2018-02-07T19:27:00,6,1
91867,RAG,296,7/2/2018,UO516,2018-02-07T06:15:00,2018-02-07T06:45:00,2018-02-07T07:50:00,2018-02-07T08:32:00,6,1
92043,RAG,296,7/2/2018,UO892,2018-02-07T11:25:00,2018-02-07T11:34:00,2018-02-07T13:20:00,2018-02-07T13:19:00,6,1
93108,FAC,226,7/2/2018,UO1918,2018-02-07T05:25:00,2018-02-07T05:46:00,2018-02-07T09:55:00,2018-02-07T10:36:00,6,1
92015,FRB,238,7/2/2018,UO891,2018-02-07T08:35:00,2018-02-07T08:43:00,2018-02-07T10:35:00,2018-02-07T10:51:00,6,1
92820,FTM,254,7/2/2018,UO1182,2018-02-07T05:55:00,2018-02-07T06:47:00,2018-02-07T10:55:00,2018-02-07T12:22:00,7,1
92194,GLS,183,7/2/2018,UO948,2018-02-07T19:55:00,2018-02-07T20:20:00,2018-02-08T00:00:00,2018-02-08T00:12:00,8,1
92302,FAF,225,7/2/2018,UO956,2018-02-07T14:55:00,2018-02-07T15:13:00,2018-02-07T20:05:00,2018-02-07T20:43:00,8,1
93372,PHM,282,7/2/2018,UO3385,2018-02-07T23:50:00,2018-02-08T21:49:00,2018-02-08T01:45:00,2018-02-08T23:24:00,9,1
92820,RAG,296,7/2/2018,UO1182,2018-02-07T05:55:00,2018-02-07T06:47:00,2018-02-07T10:55:00,2018-02-07T12:22:00,9,1
93472,SGK,309,7/2/2018,UO4232,2018-02-07T05:15:00,2018-02-07T06:07:00,2018-02-07T08:55:00,2018-02-07T10:44:00,10,1
91967,PHC,278,7/2/2018,UO885,2018-02-07T22:50:00,2018-02-07T23:08:00,2018-02-08T01:15:00,2018-02-08T00:58:00,11,1
93472,RAG,296,7/2/2018,UO4232,2018-02-07T05:15:00,2018-02-07T06:07:00,2018-02-07T08:55:00,2018-02-07T10:44:00,11,1
92194,RAG,296,7/2/2018,UO948,2018-02-07T19:55:00,2018-02-07T20:20:00,2018-02-08T00:00:00,2018-02-08T00:12:00,11,1
92924,PHM,282,7/2/2018,UO1585,2018-02-07T13:10:00,2018-02-08T00:30:00,2018-02-07T15:45:00,2018-02-08T03:38:00,12,1
92592,PHM,282,7/2/2018,UO1039,2018-02-07T23:30:00,2018-02-07T23:53:00,2018-02-08T02:10:00,2018-02-08T02:25:00,15,1
92820,RAO,298,7/2/2018,UO1182,2018-02-07T05:55:00,2018-02-07T06:47:00,2018-02-07T10:55:00,2018-02-07T12:22:00,15,1
92920,RAO,298,7/2/2018,UO1346,2018-02-07T07:35:00,2018-02-07T07:56:00,2018-02-07T12:10:00,2018-02-07T12:35:00,17,1
92964,FAB,224,7/2/2018,UO1586,2018-02-07T23:40:00,2018-02-08T04:44:00,2018-02-08T01:50:00,2018-02-08T06:55:00,17,1
91867,RAO,298,7/2/2018,UO516,2018-02-07T06:15:00,2018-02-07T06:45:00,2018-02-07T07:50:00,2018-02-07T08:32:00,24,1
93472,RAO,298,7/2/2018,UO4232,2018-02-07T05:15:00,2018-02-07T06:07:00,2018-02-07T08:55:00,2018-02-07T10:44:00,25,1
92044,RAG,296,8/2/2018,UO892,2018-02-08T11:25:00,2018-02-08T12:06:00,2018-02-08T13:20:00,2018-02-08T13:58:00,31,1
92388,ROV,307,8/2/2018,UO959,2018-02-08T07:50:00,2018-02-08T08:31:00,2018-02-08T12:05:00,2018-02-08T12:14:00,32,1
92314,RAO,298,8/2/2018,UO956,2018-02-08T14:55:00,2018-02-08T15:19:00,2018-02-08T20:05:00,2018-02-08T20:32:00,1,1
92271,FRO,245,8/2/2018,UO955,2018-02-08T10:15:00,2018-02-08T10:25:00,2018-02-08T14:10:00,2018-02-08T14:11:00,2,1
92444,PHC,278,8/2/2018,UO971,2018-02-08T05:05:00,2018-02-08T05:08:00,2018-02-08T08:20:00,2018-02-08T08:15:00,3,1
92944,PHC,278,8/2/2018,UO1585,2018-02-08T13:00:00,2018-02-08T13:41:00,2018-02-08T15:45:00,2018-02-08T16:12:00,4,1
92748,PHC,278,8/2/2018,UO1097,2018-02-08T20:45:00,2018-02-08T20:56:00,2018-02-09T00:05:00,2018-02-09T00:08:00,4,1
91779,PHC,278,8/2/2018,UO461,2018-02-08T23:45:00,2018-02-08T23:55:00,2018-02-09T01:25:00,2018-02-09T01:21:00,4,1
92223,PBK,274,8/2/2018,UO951,2018-02-08T23:20:00,2018-02-08T23:29:00,2018-02-09T02:50:00,2018-02-09T02:56:00,5,1
92676,SGK,309,8/2/2018,UO1087,2018-02-08T13:00:00,2018-02-08T13:05:00,2018-02-08T15:45:00,2018-02-08T15:24:00,5,1
91963,PHM,282,8/2/2018,UO885,2018-02-08T22:50:00,2018-02-08T22:56:00,2018-02-09T00:50:00,2018-02-09T00:51:00,6,1
